countrynum,statenum,Route,RPID,year,Aou,total
840,46,22,101,1983,7360,3
840,46,24,101,1983,7360,10
840,46,25,101,1983,7360,6
840,46,26,101,1983,7360,10
840,46,28,101,1983,7360,3
840,46,29,101,1983,7360,10
840,46,30,101,1983,7360,7
840,46,31,101,1983,7360,18
840,46,32,101,1983,7360,8
840,46,33,101,1983,7360,5
840,46,35,101,1983,7360,16
840,46,36,101,1983,7360,25
840,46,37,101,1983,7360,2
840,46,39,101,1983,7360,22
840,46,40,101,1983,7360,10
840,46,41,101,1983,7360,5
840,46,42,101,1983,7360,15
840,46,43,101,1983,7360,13
840,46,45,101,1983,7360,15
840,46,46,101,1983,7360,12
840,46,121,101,1983,7360,21
840,46,123,101,1983,7360,17
840,46,150,101,1983,7360,22
840,46,8,101,1984,7360,7
840,46,9,101,1984,7360,1
840,46,10,101,1984,7360,9
840,46,11,101,1984,7360,2
840,46,13,101,1984,7360,1
840,46,14,101,1984,7360,5
840,46,15,101,1984,7360,5
840,46,16,101,1984,7360,1
840,46,17,101,1984,7360,2
840,46,18,101,1984,7360,7
840,46,20,101,1984,7360,3
840,46,22,101,1984,7360,1
840,46,24,101,1984,7360,2
840,46,26,101,1984,7360,3
840,46,27,101,1984,7360,12
840,46,28,101,1984,7360,1
840,46,29,101,1984,7360,10
840,46,30,101,1984,7360,10
840,46,31,101,1984,7360,13
840,46,32,101,1984,7360,8
840,46,33,101,1984,7360,4
840,46,34,101,1984,7360,7
840,46,35,101,1984,7360,8
840,46,36,101,1984,7360,19
840,46,37,101,1984,7360,14
840,46,39,101,1984,7360,4
840,46,40,101,1984,7360,11
840,46,41,101,1984,7360,3
840,46,42,101,1984,7360,12
840,46,43,101,1984,7360,6
840,46,45,101,1984,7360,4
840,46,46,101,1984,7360,3
840,46,48,101,1984,7360,2
840,46,123,101,1984,7360,15
840,46,149,101,1984,7360,9
840,46,150,101,1984,7360,11
840,46,7,101,1985,7360,9
840,46,8,101,1985,7360,2
840,46,10,101,1985,7360,11
840,46,11,101,1985,7360,6
840,46,12,101,1985,7360,28
840,46,14,101,1985,7360,3
840,46,15,101,1985,7360,4
840,46,16,101,1985,7360,2
840,46,17,101,1985,7360,4
840,46,18,101,1985,7360,4
840,46,20,101,1985,7360,6
840,46,22,101,1985,7360,1
840,46,24,101,1985,7360,9
840,46,25,101,1985,7360,2
840,46,26,101,1985,7360,10
840,46,27,101,1985,7360,17
840,46,28,101,1985,7360,2
840,46,29,101,1985,7360,10
840,46,30,101,1985,7360,8
840,46,31,101,1985,7360,5
840,46,33,101,1985,7360,6
840,46,34,101,1985,7360,9
840,46,35,101,1985,7360,7
840,46,36,101,1985,7360,7
840,46,37,101,1985,7360,15
840,46,39,101,1985,7360,15
840,46,40,101,1985,7360,4
840,46,41,101,1985,7360,9
840,46,43,101,1985,7360,30
840,46,44,101,1985,7360,10
840,46,45,101,1985,7360,13
840,46,46,101,1985,7360,3
840,46,47,101,1985,7360,2
840,46,48,101,1985,7360,16
840,46,123,101,1985,7360,7
840,46,149,101,1985,7360,19
840,46,150,101,1985,7360,16
840,46,7,101,1986,7360,4
840,46,8,101,1986,7360,4
840,46,10,101,1986,7360,34
840,46,11,101,1986,7360,2
840,46,14,101,1986,7360,4
840,46,15,101,1986,7360,4
840,46,17,101,1986,7360,3
840,46,18,101,1986,7360,4
840,46,19,101,1986,7360,4
840,46,20,101,1986,7360,3
840,46,22,101,1986,7360,5
840,46,24,101,1986,7360,2
840,46,25,101,1986,7360,6
840,46,26,101,1986,7360,11
840,46,27,101,1986,7360,3
840,46,28,101,1986,7360,1
840,46,29,101,1986,7360,8
840,46,30,101,1986,7360,7
840,46,31,101,1986,7360,19
840,46,32,101,1986,7360,1
840,46,33,101,1986,7360,4
840,46,35,101,1986,7360,5
840,46,36,101,1986,7360,3
840,46,37,101,1986,7360,9
840,46,38,101,1986,7360,1
840,46,39,101,1986,7360,6
840,46,40,101,1986,7360,6
840,46,41,101,1986,7360,3
840,46,42,101,1986,7360,8
840,46,43,101,1986,7360,13
840,46,44,101,1986,7360,15
840,46,45,101,1986,7360,4
840,46,46,101,1986,7360,1
840,46,48,101,1986,7360,15
840,46,112,101,1986,7360,4
840,46,121,101,1986,7360,8
840,46,123,101,1986,7360,10
840,46,149,101,1986,7360,10
840,46,150,101,1986,7360,19
840,46,6,101,1987,7360,1
840,46,7,101,1987,7360,3
840,46,8,101,1987,7360,2
840,46,9,101,1987,7360,2
840,46,10,101,1987,7360,8
840,46,11,101,1987,7360,5
840,46,14,101,1987,7360,1
840,46,15,101,1987,7360,1
840,46,17,101,1987,7360,6
840,46,18,101,1987,7360,7
840,46,19,101,1987,7360,1
840,46,20,101,1987,7360,1
840,46,22,101,1987,7360,3
840,46,24,101,1987,7360,10
840,46,26,101,1987,7360,9
840,46,27,101,1987,7360,16
840,46,28,101,1987,7360,1
840,46,29,101,1987,7360,9
840,46,30,101,1987,7360,2
840,46,31,101,1987,7360,17
840,46,32,101,1987,7360,7
840,46,33,101,1987,7360,2
840,46,34,101,1987,7360,11
840,46,35,101,1987,7360,17
840,46,36,101,1987,7360,10
840,46,37,101,1987,7360,10
840,46,39,101,1987,7360,14
840,46,40,101,1987,7360,5
840,46,41,101,1987,7360,14
840,46,42,101,1987,7360,17
840,46,43,101,1987,7360,23
840,46,44,101,1987,7360,16
840,46,45,101,1987,7360,15
840,46,46,101,1987,7360,5
840,46,47,101,1987,7360,2
840,46,48,101,1987,7360,12
840,46,112,101,1987,7360,5
840,46,121,101,1987,7360,14
840,46,123,101,1987,7360,21
840,46,149,101,1987,7360,11
840,46,150,101,1987,7360,14
840,46,6,101,1988,7360,2
840,46,8,101,1988,7360,3
840,46,9,101,1988,7360,8
840,46,10,101,1988,7360,36
840,46,11,101,1988,7360,8
840,46,13,101,1988,7360,3
840,46,14,101,1988,7360,6
840,46,15,101,1988,7360,6
840,46,16,101,1988,7360,1
840,46,17,101,1988,7360,5
840,46,18,101,1988,7360,7
840,46,19,101,1988,7360,2
840,46,20,101,1988,7360,7
840,46,24,101,1988,7360,14
840,46,25,101,1988,7360,1
840,46,26,101,1988,7360,8
840,46,27,101,1988,7360,4
840,46,28,101,1988,7360,4
840,46,29,101,1988,7360,10
840,46,30,101,1988,7360,15
840,46,31,101,1988,7360,11
840,46,32,101,1988,7360,3
840,46,33,101,1988,7360,3
840,46,34,101,1988,7360,4
840,46,35,101,1988,7360,8
840,46,36,101,1988,7360,5
840,46,37,101,1988,7360,5
840,46,39,101,1988,7360,13
840,46,40,101,1988,7360,11
840,46,41,101,1988,7360,4
840,46,42,101,1988,7360,10
840,46,43,101,1988,7360,8
840,46,44,101,1988,7360,4
840,46,45,101,1988,7360,4
840,46,47,101,1988,7360,3
840,46,48,101,1988,7360,5
840,46,112,101,1988,7360,15
840,46,121,101,1988,7360,14
840,46,123,101,1988,7360,26
840,46,149,101,1988,7360,2
840,46,150,101,1988,7360,10
840,46,6,101,1989,7360,1
840,46,8,101,1989,7360,8
840,46,9,101,1989,7360,1
840,46,10,101,1989,7360,21
840,46,11,101,1989,7360,5
840,46,12,101,1989,7360,1
840,46,13,101,1989,7360,2
840,46,14,101,1989,7360,3
840,46,16,101,1989,7360,3
840,46,17,101,1989,7360,11
840,46,18,101,1989,7360,10
840,46,19,101,1989,7360,3
840,46,20,101,1989,7360,2
840,46,22,101,1989,7360,6
840,46,24,101,1989,7360,8
840,46,25,101,1989,7360,6
840,46,26,101,1989,7360,6
840,46,27,101,1989,7360,8
840,46,28,101,1989,7360,1
840,46,29,101,1989,7360,12
840,46,30,101,1989,7360,6
840,46,31,101,1989,7360,11
840,46,32,101,1989,7360,2
840,46,33,101,1989,7360,2
840,46,35,101,1989,7360,9
840,46,36,101,1989,7360,7
840,46,37,101,1989,7360,4
840,46,38,101,1989,7360,1
840,46,39,101,1989,7360,14
840,46,41,101,1989,7360,1
840,46,42,101,1989,7360,5
840,46,43,101,1989,7360,10
840,46,44,101,1989,7360,15
840,46,45,101,1989,7360,2
840,46,46,101,1989,7360,4
840,46,47,101,1989,7360,3
840,46,48,101,1989,7360,10
840,46,112,101,1989,7360,2
840,46,121,101,1989,7360,12
840,46,123,101,1989,7360,14
840,46,149,101,1989,7360,10
840,46,150,101,1989,7360,20
840,46,6,101,1990,7360,7
840,46,7,101,1990,7360,9
840,46,8,101,1990,7360,5
840,46,9,101,1990,7360,2
840,46,11,101,1990,7360,8
840,46,12,101,1990,7360,5
840,46,13,101,1990,7360,1
840,46,14,101,1990,7360,3
840,46,15,101,1990,7360,2
840,46,17,101,1990,7360,1
840,46,18,101,1990,7360,7
840,46,19,101,1990,7360,9
840,46,20,101,1990,7360,8
840,46,21,101,1990,7360,6
840,46,22,101,1990,7360,15
840,46,24,101,1990,7360,8
840,46,27,101,1990,7360,7
840,46,28,101,1990,7360,1
840,46,29,101,1990,7360,12
840,46,30,101,1990,7360,6
840,46,31,101,1990,7360,14
840,46,32,101,1990,7360,4
840,46,33,101,1990,7360,2
840,46,34,101,1990,7360,8
840,46,35,101,1990,7360,10
840,46,36,101,1990,7360,8
840,46,37,101,1990,7360,9
840,46,38,101,1990,7360,2
840,46,39,101,1990,7360,5
840,46,40,101,1990,7360,15
840,46,42,101,1990,7360,12
840,46,43,101,1990,7360,11
840,46,44,101,1990,7360,15
840,46,45,101,1990,7360,2
840,46,46,101,1990,7360,5
840,46,47,101,1990,7360,8
840,46,48,101,1990,7360,5
840,46,110,101,1990,7360,31
840,46,112,101,1990,7360,4
840,46,121,101,1990,7360,25
840,46,123,101,1990,7360,11
840,46,149,101,1990,7360,9
840,46,150,101,1990,7360,13
840,46,6,101,1991,7360,6
840,46,7,101,1991,7360,6
840,46,8,101,1991,7360,4
840,46,9,101,1991,7360,6
840,46,11,101,1991,7360,2
840,46,12,101,1991,7360,3
840,46,13,101,1991,7360,1
840,46,14,101,1991,7360,4
840,46,15,101,1991,7360,10
840,46,16,101,1991,7360,4
840,46,17,101,1991,7360,7
840,46,18,101,1991,7360,9
840,46,19,101,1991,7360,6
840,46,20,101,1991,7360,9
840,46,22,101,1991,7360,5
840,46,24,101,1991,7360,9
840,46,25,101,1991,7360,4
840,46,27,101,1991,7360,16
840,46,28,101,1991,7360,9
840,46,29,101,1991,7360,18
840,46,30,101,1991,7360,6
840,46,31,101,1991,7360,9
840,46,32,101,1991,7360,4
840,46,33,101,1991,7360,4
840,46,34,101,1991,7360,3
840,46,35,101,1991,7360,5
840,46,36,101,1991,7360,1
840,46,37,101,1991,7360,4
840,46,38,101,1991,7360,5
840,46,39,101,1991,7360,7
840,46,42,101,1991,7360,7
840,46,43,101,1991,7360,6
840,46,44,101,1991,7360,23
840,46,45,101,1991,7360,6
840,46,47,101,1991,7360,4
840,46,48,101,1991,7360,9
840,46,110,101,1991,7360,11
840,46,112,101,1991,7360,8
840,46,121,101,1991,7360,14
840,46,123,101,1991,7360,16
840,46,125,101,1991,7360,23
840,46,126,101,1991,7360,6
840,46,149,101,1991,7360,9
840,46,150,101,1991,7360,8
840,46,6,101,1992,7360,3
840,46,7,101,1992,7360,1
840,46,8,101,1992,7360,2
840,46,9,101,1992,7360,1
840,46,11,101,1992,7360,7
840,46,12,101,1992,7360,6
840,46,14,101,1992,7360,7
840,46,15,101,1992,7360,4
840,46,16,101,1992,7360,3
840,46,17,101,1992,7360,4
840,46,18,101,1992,7360,2
840,46,19,101,1992,7360,2
840,46,21,101,1992,7360,8
840,46,22,101,1992,7360,3
840,46,24,101,1992,7360,7
840,46,25,101,1992,7360,1
840,46,27,101,1992,7360,6
840,46,28,101,1992,7360,9
840,46,29,101,1992,7360,9
840,46,30,101,1992,7360,9
840,46,31,101,1992,7360,8
840,46,32,101,1992,7360,4
840,46,33,101,1992,7360,2
840,46,34,101,1992,7360,6
840,46,35,101,1992,7360,5
840,46,36,101,1992,7360,8
840,46,37,101,1992,7360,7
840,46,38,101,1992,7360,1
840,46,39,101,1992,7360,11
840,46,41,101,1992,7360,2
840,46,42,101,1992,7360,5
840,46,43,101,1992,7360,4
840,46,44,101,1992,7360,4
840,46,45,101,1992,7360,11
840,46,46,101,1992,7360,4
840,46,47,101,1992,7360,3
840,46,48,101,1992,7360,8
840,46,110,101,1992,7360,22
840,46,112,101,1992,7360,16
840,46,121,101,1992,7360,23
840,46,123,101,1992,7360,11
840,46,125,101,1992,7360,20
840,46,126,101,1992,7360,6
840,46,149,101,1992,7360,11
840,46,150,101,1992,7360,19
840,46,900,101,1992,7360,2
840,46,901,101,1992,7360,1
840,46,902,101,1992,7360,2
840,46,6,101,1993,7360,7
840,46,8,101,1993,7360,3
840,46,9,101,1993,7360,5
840,46,11,101,1993,7360,5
840,46,12,101,1993,7360,7
840,46,13,101,1993,7360,1
840,46,14,101,1993,7360,9
840,46,15,101,1993,7360,2
840,46,16,101,1993,7360,2
840,46,17,101,1993,7360,13
840,46,18,101,1993,7360,6
840,46,19,101,1993,7360,1
840,46,20,101,1993,7360,15
840,46,22,101,1993,7360,3
840,46,24,101,1993,7360,6
840,46,25,101,1993,7360,1
840,46,27,101,1993,7360,4
840,46,28,101,1993,7360,6
840,46,29,101,1993,7360,8
840,46,30,101,1993,7360,3
840,46,31,101,1993,7360,11
840,46,32,101,1993,7360,5
840,46,33,101,1993,7360,1
840,46,34,101,1993,7360,8
840,46,35,101,1993,7360,12
840,46,36,101,1993,7360,14
840,46,37,101,1993,7360,5
840,46,38,101,1993,7360,4
840,46,39,101,1993,7360,3
840,46,41,101,1993,7360,2
840,46,42,101,1993,7360,1
840,46,43,101,1993,7360,1
840,46,44,101,1993,7360,9
840,46,45,101,1993,7360,8
840,46,47,101,1993,7360,8
840,46,48,101,1993,7360,11
840,46,110,101,1993,7360,15
840,46,112,101,1993,7360,8
840,46,121,101,1993,7360,22
840,46,123,101,1993,7360,14
840,46,125,101,1993,7360,9
840,46,126,101,1993,7360,11
840,46,149,101,1993,7360,26
840,46,900,101,1993,7360,2
840,46,901,101,1993,7360,1
840,46,902,101,1993,7360,4
840,46,6,101,1994,7360,3
840,46,7,101,1994,7360,2
840,46,8,101,1994,7360,9
840,46,11,101,1994,7360,9
840,46,12,101,1994,7360,26
840,46,13,101,1994,7360,1
840,46,14,101,1994,7360,6
840,46,15,101,1994,7360,3
840,46,16,101,1994,7360,4
840,46,17,101,1994,7360,1
840,46,18,101,1994,7360,11
840,46,19,101,1994,7360,4
840,46,20,101,1994,7360,8
840,46,21,101,1994,7360,8
840,46,22,101,1994,7360,8
840,46,24,101,1994,7360,10
840,46,25,101,1994,7360,3
840,46,27,101,1994,7360,7
840,46,28,101,1994,7360,3
840,46,30,101,1994,7360,1
840,46,31,101,1994,7360,10
840,46,32,101,1994,7360,4
840,46,33,101,1994,7360,2
840,46,34,101,1994,7360,4
840,46,35,101,1994,7360,6
840,46,36,101,1994,7360,5
840,46,37,101,1994,7360,3
840,46,38,101,1994,7360,1
840,46,39,101,1994,7360,4
840,46,40,101,1994,7360,5
840,46,41,101,1994,7360,2
840,46,42,101,1994,7360,3
840,46,43,101,1994,7360,6
840,46,44,101,1994,7360,14
840,46,45,101,1994,7360,3
840,46,46,101,1994,7360,3
840,46,47,101,1994,7360,4
840,46,48,101,1994,7360,8
840,46,110,101,1994,7360,20
840,46,112,101,1994,7360,16
840,46,121,101,1994,7360,16
840,46,123,101,1994,7360,9
840,46,125,101,1994,7360,12
840,46,126,101,1994,7360,4
840,46,149,101,1994,7360,12
840,46,150,101,1994,7360,8
840,46,901,101,1994,7360,2
840,46,902,101,1994,7360,3
840,46,6,101,1995,7360,3
840,46,8,101,1995,7360,5
840,46,9,101,1995,7360,11
840,46,11,101,1995,7360,12
840,46,12,101,1995,7360,10
840,46,13,101,1995,7360,2
840,46,14,101,1995,7360,8
840,46,15,101,1995,7360,6
840,46,16,101,1995,7360,5
840,46,17,101,1995,7360,8
840,46,18,101,1995,7360,9
840,46,20,101,1995,7360,20
840,46,22,101,1995,7360,7
840,46,24,101,1995,7360,16
840,46,27,101,1995,7360,6
840,46,28,101,1995,7360,6
840,46,29,101,1995,7360,12
840,46,30,101,1995,7360,8
840,46,31,101,1995,7360,17
840,46,32,101,1995,7360,6
840,46,33,101,1995,7360,5
840,46,34,101,1995,7360,17
840,46,35,101,1995,7360,15
840,46,36,101,1995,7360,9
840,46,37,101,1995,7360,8
840,46,38,101,1995,7360,2
840,46,39,101,1995,7360,2
840,46,40,101,1995,7360,6
840,46,41,101,1995,7360,1
840,46,42,101,1995,7360,8
840,46,43,101,1995,7360,6
840,46,44,101,1995,7360,2
840,46,45,101,1995,7360,9
840,46,46,101,1995,7360,5
840,46,47,101,1995,7360,3
840,46,48,101,1995,7360,11
840,46,110,101,1995,7360,26
840,46,112,101,1995,7360,24
840,46,121,101,1995,7360,39
840,46,123,101,1995,7360,15
840,46,125,101,1995,7360,4
840,46,126,101,1995,7360,6
840,46,149,101,1995,7360,22
840,46,150,101,1995,7360,17
840,46,900,101,1995,7360,1
840,46,901,101,1995,7360,4
840,46,902,101,1995,7360,2
840,46,6,101,1996,7360,5
840,46,7,101,1996,7360,11
840,46,8,101,1996,7360,15
840,46,9,101,1996,7360,2
840,46,11,101,1996,7360,12
840,46,12,101,1996,7360,15
840,46,13,101,1996,7360,5
840,46,14,101,1996,7360,8
840,46,15,101,1996,7360,6
840,46,16,101,1996,7360,2
840,46,17,101,1996,7360,7
840,46,18,101,1996,7360,4
840,46,19,101,1996,7360,1
840,46,22,101,1996,7360,8
840,46,24,101,1996,7360,14
840,46,25,101,1996,7360,10
840,46,27,101,1996,7360,4
840,46,28,101,1996,7360,8
840,46,29,101,1996,7360,8
840,46,30,101,1996,7360,3
840,46,31,101,1996,7360,15
840,46,32,101,1996,7360,8
840,46,33,101,1996,7360,2
840,46,34,101,1996,7360,9
840,46,35,101,1996,7360,15
840,46,36,101,1996,7360,4
840,46,37,101,1996,7360,3
840,46,38,101,1996,7360,4
840,46,39,101,1996,7360,2
840,46,40,101,1996,7360,7
840,46,41,101,1996,7360,1
840,46,42,101,1996,7360,3
840,46,43,101,1996,7360,1
840,46,44,101,1996,7360,12
840,46,45,101,1996,7360,8
840,46,46,101,1996,7360,5
840,46,47,101,1996,7360,8
840,46,48,101,1996,7360,2
840,46,112,101,1996,7360,26
840,46,121,101,1996,7360,25
840,46,123,101,1996,7360,15
840,46,125,101,1996,7360,4
840,46,126,101,1996,7360,10
840,46,149,101,1996,7360,16
840,46,900,101,1996,7360,1
840,46,901,101,1996,7360,5
840,46,902,101,1996,7360,6
840,46,6,101,1997,7360,15
840,46,7,101,1997,7360,20
840,46,8,101,1997,7360,5
840,46,9,101,1997,7360,10
840,46,11,101,1997,7360,13
840,46,12,101,1997,7360,21
840,46,13,101,1997,7360,5
840,46,14,101,1997,7360,7
840,46,15,101,1997,7360,16
840,46,16,101,1997,7360,1
840,46,17,101,1997,7360,29
840,46,18,101,1997,7360,7
840,46,19,101,1997,7360,1
840,46,20,101,1997,7360,10
840,46,22,101,1997,7360,8
840,46,24,101,1997,7360,18
840,46,27,101,1997,7360,17
840,46,28,101,1997,7360,12
840,46,29,101,1997,7360,20
840,46,30,101,1997,7360,8
840,46,31,101,1997,7360,16
840,46,32,101,1997,7360,6
840,46,33,101,1997,7360,7
840,46,34,101,1997,7360,7
840,46,36,101,1997,7360,17
840,46,37,101,1997,7360,12
840,46,39,101,1997,7360,4
840,46,40,101,1997,7360,7
840,46,41,101,1997,7360,1
840,46,42,101,1997,7360,6
840,46,43,101,1997,7360,4
840,46,44,101,1997,7360,13
840,46,45,101,1997,7360,16
840,46,46,101,1997,7360,4
840,46,47,101,1997,7360,1
840,46,48,101,1997,7360,12
840,46,110,101,1997,7360,42
840,46,112,101,1997,7360,31
840,46,121,101,1997,7360,26
840,46,123,101,1997,7360,19
840,46,125,101,1997,7360,17
840,46,126,101,1997,7360,9
840,46,150,101,1997,7360,42
840,46,6,101,1998,7360,9
840,46,7,101,1998,7360,1
840,46,8,101,1998,7360,11
840,46,9,101,1998,7360,4
840,46,11,101,1998,7360,20
840,46,12,101,1998,7360,23
840,46,13,101,1998,7360,2
840,46,14,101,1998,7360,15
840,46,15,101,1998,7360,16
840,46,16,101,1998,7360,4
840,46,17,101,1998,7360,10
840,46,18,101,1998,7360,8
840,46,19,101,1998,7360,4
840,46,20,101,1998,7360,14
840,46,22,101,1998,7360,3
840,46,24,101,1998,7360,13
840,46,27,101,1998,7360,6
840,46,29,101,1998,7360,15
840,46,30,101,1998,7360,4
840,46,31,101,1998,7360,36
840,46,32,101,1998,7360,4
840,46,33,101,1998,7360,4
840,46,35,101,1998,7360,5
840,46,36,101,1998,7360,10
840,46,37,101,1998,7360,9
840,46,38,101,1998,7360,1
840,46,39,101,1998,7360,3
840,46,40,101,1998,7360,3
840,46,41,101,1998,7360,12
840,46,42,101,1998,7360,11
840,46,43,101,1998,7360,25
840,46,44,101,1998,7360,9
840,46,45,101,1998,7360,13
840,46,46,101,1998,7360,10
840,46,47,101,1998,7360,2
840,46,48,101,1998,7360,17
